image_file,DOCUMENT_TYPE,BUSINESS_ABN,SUPPLIER_NAME,BUSINESS_ADDRESS,PAYER_NAME,PAYER_ADDRESS,INVOICE_DATE,LINE_ITEM_DESCRIPTIONS,LINE_ITEM_QUANTITIES,LINE_ITEM_PRICES,LINE_ITEM_TOTAL_PRICES,IS_GST_INCLUDED,GST_AMOUNT,TOTAL_AMOUNT,STATEMENT_DATE_RANGE,TRANSACTION_DATES,TRANSACTION_AMOUNTS_PAID
CASE008_anz_modern.png,BANK_STATEMENT,NOT_FOUND,ANZ,NOT_FOUND,Daniel Lee,NOT_FOUND,NOT_FOUND,Transfer To James NetBank | DIRECT DEBIT BRISBANE IT SOLUTIONS | EFTPOS DAN MURPHYS South Yarra AUS | DD INSURANCE REF62196 | EFTPOS OFFICEWORKS South Yarra AUS | VISA DEBIT PURCHASE CHEMIST WHSE South Yarra AU | EFTPOS BUNNINGS W/HOUSE South Yarra AUS | BPAY ORIGIN ENERGY CRN 184747224 | BPAY TELSTRA CRN 210163669 | ATM WITHDRAWAL South Yarra | VISA DEBIT PURCHASE CHEMIST WHSE South Yarra AU | BPAY ORIGIN ENERGY CRN 490102359 | EFTPOS COLES South Yarra AUS | VISA DEBIT PURCHASE SHELL South Yarra AU | EFTPOS DAN MURPHYS South Yarra AUS | VISA DEBIT PURCHASE CHEMIST WHSE South Yarra AU | EFTPOS BUNNINGS W/HOUSE South Yarra AUS | EFTPOS JB HI-FI South Yarra AUS | EFTPOS Big W South Yarra AUS | BPAY ORIGIN ENERGY CRN 817087513 | BPAY TELSTRA CRN 864299201 | DD AGL REF28202 MHF 1234 | Salary ATO PAYROLL REF71263 | BPAY ORIGIN ENERGY CRN 432098383 | EFTPOS TARGET South Yarra AUS | EFTPOS AMPOL South Yarra AUS | EFTPOS WOOLWORTHS South Yarra AUS | EFTPOS BUNNINGS W/HOUSE South Yarra AUS | BPAY TELSTRA CRN 369085407 | BPAY TELSTRA CRN 672817675,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,01/10/2023 - 31/10/2023,01/10/2023 | 27/03/2023 | 02/10/2023 | 03/10/2023 | 03/10/2023 | 03/10/2023 | 08/10/2023 | 09/10/2023 | 12/10/2023 | 12/10/2023 | 12/10/2023 | 12/10/2023 | 13/10/2023 | 13/10/2023 | 16/10/2023 | 17/10/2023 | 17/10/2023 | 17/10/2023 | 19/07/2023 | 18/10/2023 | 18/10/2023 | 21/10/2023 | 22/10/2023 | 22/10/2023 | 24/10/2023 | 24/10/2023 | 26/10/2023 | 26/10/2023 | 28/10/2023 | 31/10/2023,$332.15 | $7228.03 | $476.75 | NOT_FOUND | $396.88 | $574.32 | $555.34 | $597.11 | $399.94 | $273.81 | $588.22 | NOT_FOUND | $268.52 | $29.11 | $55.36 | $157.27 | $341.39 | $419.45 | $227.27 | $48.31 | $478.28 | $476.32 | $589.98 | $434.13 | $388.98 | $356.79 | $83.26 | $569.02 | $574.25 | $388.18
CASE008_receipt_thermal_57mm.png,RECEIPT,59 424 870 097,Big W,"1 Woolworths Way, Bella Vista NSW 2153",NOT_FOUND,NOT_FOUND,19/07/2023,Phone Case | Sparkling Water 12pk | Beer Case 24 | Toilet Paper 12pk | Motor Oil 5L | Milk 2L,3 | 3 | 1 | 3 | 1 | 1,$16.73 | $12.96 | $62.99 | $11.27 | $38.40 | $3.00,$50.19 | $38.88 | $62.99 | $33.81 | $38.40 | $3.00,true,$20.66,$227.27,NOT_FOUND,NOT_FOUND,NOT_FOUND
CASE008_tax_invoice_mixed.png,INVOICE,49 057 087 446,Brisbane IT Solutions,"42 Creek St, Brisbane QLD 4000",Daniel Lee,"88 South Yarra St, South Yarra VIC 3141",27/03/2023,Annual report preparation | Professional consultation services,4 | 6,$1260.07 | $255.11,$5040.28 | $1530.66,false,$657.09,$7228.03,NOT_FOUND,NOT_FOUND,NOT_FOUND
CASE009_cba_standard.png,BANK_STATEMENT,NOT_FOUND,Commonwealth Bank,NOT_FOUND,Sophie Martin,NOT_FOUND,NOT_FOUND,EFTPOS BUNNINGS W/HOUSE Toowoomba AUS | DD INSURANCE REF55268 | Salary ATO PAYROLL REF41685 | EFTPOS WOOLWORTHS Toowoomba AUS | EFTPOS BUNNINGS W/HOUSE Toowoomba AUS | EFTPOS CHEMIST WHSE Toowoomba AUS | EFTPOS AMPOL Toowoomba AUS | EFTPOS BP Toowoomba AUS | DD AGL REF44664 MHF 1234 | VISA DEBIT PURCHASE Ampol Limite Toowoomba AU | BPAY ORIGIN ENERGY CRN 641440255 | ATM WITHDRAWAL Toowoomba | DD INSURANCE REF28909 | VISA DEBIT PURCHASE Woolworths Toowoomba AU | EFTPOS DAN MURPHYS Toowoomba AUS | EFTPOS BUNNINGS W/HOUSE Toowoomba AUS | Salary ATO PAYROLL REF83783 | DD INSURANCE REF86507 | EFTPOS COLES Toowoomba AUS | Transfer To Ryan NetBank | ATM WITHDRAWAL Toowoomba | DD AGL REF67807 MHF 1234 | EFTPOS OFFICEWORKS Toowoomba AUS | VISA DEBIT PURCHASE JB Hi-Fi Toowoomba AU | EFT PAYMENT ADELAIDE BUS CONSULTING | VISA DEBIT PURCHASE CHEMIST WHSE Toowoomba AU | BPAY TELSTRA CRN 419561201 | DD INSURANCE REF83464 | BPAY TELSTRA CRN 715766024 | VISA DEBIT PURCHASE CHEMIST WHSE Toowoomba AU | EFTPOS DAN MURPHYS Toowoomba AUS | Salary ATO PAYROLL REF24316 | VISA DEBIT PURCHASE Target Austr Toowoomba AU | EFTPOS BP Toowoomba AUS | EFTPOS BUNNINGS W/HOUSE Toowoomba AUS,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,01/11/2023 - 30/11/2023,01/11/2023 | 01/11/2023 | 02/11/2023 | 02/11/2023 | 03/11/2023 | 01/06/2023 | 08/11/2023 | 09/11/2023 | 10/11/2023 | 10/11/2023 | 10/11/2023 | 13/11/2023 | 14/11/2023 | 16/11/2023 | 16/11/2023 | 18/11/2023 | 19/11/2023 | 19/11/2023 | 19/11/2023 | 20/11/2023 | 21/11/2023 | 21/11/2023 | 21/11/2023 | 21/11/2023 | 14/09/2023 | 22/11/2023 | 25/11/2023 | 25/11/2023 | 26/11/2023 | 26/11/2023 | 27/11/2023 | 27/11/2023 | 28/11/2023 | 29/11/2023 | 30/11/2023,$130.37 | $87.15 | $82.29 | $519.86 | $460.24 | $482.93 | NOT_FOUND | $178.59 | $225.81 | $124.85 | $334.42 | NOT_FOUND | $365.45 | $206.49 | $203.50 | $208.46 | NOT_FOUND | $480.09 | $471.91 | $293.46 | $28.63 | NOT_FOUND | $288.25 | NOT_FOUND | $6802.27 | $574.83 | $132.29 | $561.35 | $234.02 | NOT_FOUND | $129.22 | $447.13 | $40.97 | $579.07 | NOT_FOUND
CASE009_receipt_retail_tax.png,RECEIPT,10 766 863 650,Chemist Warehouse,"250 Bourke St, Melbourne VIC 3000",NOT_FOUND,NOT_FOUND,01/06/2023,Potting Mix 25L | Motor Oil 5L | USB Hub 4-port | Drill Bit Set | Paint Brush Set | Toilet Paper 12pk,1 | 3 | 1 | 3 | 2 | 1,$13.49 | $55.99 | $29.17 | $75.68 | $15.05 | $15.16,$13.49 | $167.97 | $29.17 | $227.04 | $30.10 | $15.16,true,$43.90,$482.93,NOT_FOUND,NOT_FOUND,NOT_FOUND
CASE009_tax_invoice_standard.png,INVOICE,71 280 963 910,Adelaide Business Consulting,"Level 3, 77 King William St, Adelaide SA 5000",Sophie Martin,"70 Toowoomba St, Toowoomba QLD 4350",12/09/2023,Website design and development | Tax return preparation,3 | 2,$1623.84 | $656.18,$4871.52 | $1312.36,false,$618.39,$6802.27,NOT_FOUND,NOT_FOUND,NOT_FOUND
CASE010_cba_date_grouped.png,BANK_STATEMENT,NOT_FOUND,Westpac,NOT_FOUND,Ryan Thompson,NOT_FOUND,NOT_FOUND,BPAY TELSTRA CRN 109950544 | DD INSURANCE REF94058 | EFTPOS WOOLWORTHS Glenelg AUS | EFTPOS DAN MURPHYS Glenelg AUS | Transfer To William NetBank | EFTPOS TARGET Glenelg AUS | EFTPOS WOOLWORTHS Glenelg AUS | EFTPOS JB HI-FI Glenelg AUS | VISA DEBIT PURCHASE CHEMIST WHSE Glenelg AU | EFTPOS AMPOL Glenelg AUS | ATM WITHDRAWAL Glenelg | EFT PAYMENT PERTH MARKETING GROUP | EFTPOS OFFICEWORKS Glenelg AUS | EFTPOS AMPOL Glenelg AUS | EFTPOS AMPOL Glenelg AUS | EFTPOS DAN MURPHYS Glenelg AUS | EFTPOS AMPOL Glenelg AUS | Transfer To Hannah NetBank | EFTPOS KMART Glenelg AUS | EFTPOS TARGET Glenelg AUS | BPAY ORIGIN ENERGY CRN 134075063 | EFTPOS TARGET Glenelg AUS | BPAY ORIGIN ENERGY CRN 242796714 | Salary ATO PAYROLL REF26691 | EFTPOS COLES Glenelg AUS | VISA DEBIT PURCHASE SHELL Glenelg AU,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,01/05/2024 - 31/05/2024,02/05/2024 | 02/05/2024 | 03/05/2024 | 06/05/2024 | 06/05/2024 | 08/05/2024 | 13/05/2024 | 14/05/2024 | 16/05/2024 | 18/05/2024 | 19/05/2024 | 20/09/2023 | 24/05/2024 | 24/05/2024 | 25/05/2024 | 26/05/2024 | 27/05/2024 | 27/05/2024 | 28/05/2024 | 29/05/2024 | 30/05/2024 | 30/05/2024 | 30/05/2024 | 30/05/2024 | 30/05/2024 | 30/05/2024,$365.64 | NOT_FOUND | NOT_FOUND | $444.60 | $386.85 | $404.86 | $163.86 | $348.00 | $284.58 | $550.52 | $100.38 | $3529.68 | $474.55 | $46.44 | $107.08 | NOT_FOUND | $87.85 | $486.08 | $138.56 | $596.53 | NOT_FOUND | $551.10 | $215.18 | $587.45 | NOT_FOUND | $172.63
CASE010_receipt_fuel.png,RECEIPT,35 619 649 151,Dan Murphy's,"47-61 Egan St, Richmond VIC 3121",NOT_FOUND,NOT_FOUND,08/08/2024,Potting Mix 25L | Printer Paper A4 500pk | Dishwashing Liquid | Chips BBQ 175g | Beer Case 24 | Paint Brush Set,3 | 3 | 1 | 3 | 1 | 3,$9.33 | $16.38 | $4.36 | $5.89 | $67.46 | $27.57,$27.99 | $49.14 | $4.36 | $17.67 | $67.46 | $82.71,true,$22.67,$249.33,NOT_FOUND,NOT_FOUND,NOT_FOUND
CASE010_tax_invoice_gst_inclusive.png,INVOICE,15 752 867 310,Perth Marketing Group,"Level 8, 140 St Georges Tce, Perth WA 6000",Ryan Thompson,"55 Glenelg St, Glenelg SA 5045",20/09/2023,Marketing campaign management | Professional consultation services,7 | 7,$129.65 | $328.75,$907.55 | $2301.25,false,$320.88,$3529.68,NOT_FOUND,NOT_FOUND,NOT_FOUND
CASE011_receipt_professional.png,RECEIPT,36 532 685 465,BP Australia,"717 Bourke St, Docklands VIC 3008",NOT_FOUND,NOT_FOUND,03/07/2024,Laundry Powder 2kg | Wine Red 750ml | Drill Bit Set | Pasta 500g,3 | 3 | 3 | 2,$19.77 | $34.75 | $26.30 | $3.57,$59.31 | $104.25 | $78.90 | $7.14,true,$22.69,$249.60,NOT_FOUND,NOT_FOUND,NOT_FOUND
CASE011_tax_invoice_high_value.png,INVOICE,59 709 957 325,Smith & Associates Accounting,"Level 12, 100 Collins St, Melbourne VIC 3000",Hannah White,"39 Alexandria St, Alexandria NSW 2015",24/03/2024,Legal document preparation,5,$412.50,$2062.50,false,$206.25,$2268.75,NOT_FOUND,NOT_FOUND,NOT_FOUND
CASE011_westpac_standard.png,BANK_STATEMENT,NOT_FOUND,National Australia Bank,NOT_FOUND,Hannah White,NOT_FOUND,NOT_FOUND,Transfer To Mia NetBank | BPAY TELSTRA CRN 808897689 | Salary ATO PAYROLL REF32955 | VISA DEBIT PURCHASE Shell Austra Alexandria AU | EFTPOS TARGET Alexandria AUS | VISA DEBIT PURCHASE SHELL Alexandria AU | EFTPOS TARGET Alexandria AUS | DD INSURANCE REF58637 | EFTPOS BP Alexandria AUS | EFTPOS OFFICEWORKS Alexandria AUS | DD INSURANCE REF37762 | EFTPOS BP Alexandria AUS | Salary ATO PAYROLL REF47101 | BPAY TELSTRA CRN 486165467 | EFTPOS BP Alexandria AUS | VISA DEBIT PURCHASE SHELL Alexandria AU | EFTPOS TARGET Alexandria AUS | BPAY SMITH ASSOCIATES CRN 596348124 | EFTPOS BP Alexandria AUS | Salary ATO PAYROLL REF81058 | BPAY ORIGIN ENERGY CRN 920702588 | BPAY ORIGIN ENERGY CRN 109815572 | ATM WITHDRAWAL Alexandria | EFTPOS COLES Alexandria AUS | EFTPOS TARGET Alexandria AUS,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,01/11/2023 - 30/11/2023,02/11/2023 | 02/11/2023 | 02/11/2023 | 02/11/2023 | 03/11/2023 | 04/11/2023 | 05/11/2023 | 07/11/2023 | 03/07/2024 | 08/11/2023 | 08/11/2023 | 08/11/2023 | 13/11/2023 | 15/11/2023 | 15/11/2023 | 18/11/2023 | 20/11/2023 | 24/03/2024 | 22/11/2023 | 23/11/2023 | 24/11/2023 | 25/11/2023 | 25/11/2023 | 28/11/2023 | 28/11/2023,$406.79 | $254.00 | $410.46 | $473.62 | $118.49 | $283.18 | $239.17 | $326.02 | $249.60 | NOT_FOUND | $122.11 | $130.66 | NOT_FOUND | $303.39 | $254.22 | $561.51 | $145.71 | $2268.75 | $479.04 | $574.77 | $91.12 | $279.05 | $13.90 | $586.71 | $97.85
CASE012_receipt_hospitality.png,RECEIPT,33 478 587 971,Shell Australia,"8 Redfern Rd, Hawthorn East VIC 3123",NOT_FOUND,NOT_FOUND,27/07/2024,Sparkling Water 12pk | Bread White 700g | HDMI Cable 2m | USB Hub 4-port | Paint Brush Set | Printer Paper A4 500pk,2 | 1 | 2 | 3 | 1 | 2,$14.30 | $3.29 | $29.43 | $37.61 | $28.61 | $12.13,$28.60 | $3.29 | $58.86 | $112.83 | $28.61 | $24.26,true,$23.31,$256.45,NOT_FOUND,NOT_FOUND,NOT_FOUND
CASE012_tax_invoice_mixed.png,INVOICE,95 429 088 091,Johnson Legal,"Suite 5, 200 George St, Sydney NSW 2000",Thomas Anderson,"77 Hawthorn East St, Hawthorn East VIC 3123",20/12/2023,Professional consultation services,7,$178.06,$1246.42,false,$124.64,$1371.06,NOT_FOUND,NOT_FOUND,NOT_FOUND
CASE012_westpac_premium.png,BANK_STATEMENT,NOT_FOUND,ANZ,NOT_FOUND,Thomas Anderson,NOT_FOUND,NOT_FOUND,EFTPOS AMPOL Hawthorn East AUS | EFTPOS BP Hawthorn East AUS | Transfer To Sarah NetBank | EFTPOS KMART Hawthorn East AUS | EFTPOS KMART Hawthorn East AUS | BPAY ORIGIN ENERGY CRN 900427880 | BPAY ORIGIN ENERGY CRN 749794986 | EFTPOS COLES Hawthorn East AUS | EFTPOS KMART Hawthorn East AUS | ATM WITHDRAWAL Hawthorn East | EFTPOS KMART Hawthorn East AUS | BPAY TELSTRA CRN 486458467 | EFTPOS DAN MURPHYS Hawthorn East AUS | Salary ATO PAYROLL REF88386 | BPAY TELSTRA CRN 516396603 | VISA DEBIT PURCHASE SHELL Hawthorn East AU | BPAY TELSTRA CRN 629487801 | BPAY TELSTRA CRN 940381893 | EFTPOS BP Hawthorn East AUS | EFTPOS KMART Hawthorn East AUS | BPAY JOHNSON LEGAL CRN 982403818 | EFTPOS BP Hawthorn East AUS | EFTPOS BP Hawthorn East AUS | EFTPOS KMART Hawthorn East AUS | EFTPOS SHELL Hawthorn East AUS | BPAY ORIGIN ENERGY CRN 822604249 | EFTPOS WOOLWORTHS Hawthorn East AUS | Transfer To Charlotte NetBank | Salary ATO PAYROLL REF57124 | BPAY ORIGIN ENERGY CRN 925658123 | ATM WITHDRAWAL Hawthorn East | DD INSURANCE REF11382 | EFTPOS AMPOL Hawthorn East AUS | Transfer To Sarah NetBank | BPAY ORIGIN ENERGY CRN 992620629 | EFTPOS OFFICEWORKS Hawthorn East AUS | EFTPOS DAN MURPHYS Hawthorn East AUS,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,01/06/2024 - 30/06/2024,01/06/2024 | 02/06/2024 | 02/06/2024 | 03/06/2024 | 03/06/2024 | 03/06/2024 | 03/06/2024 | 06/06/2024 | 08/06/2024 | 08/06/2024 | 10/06/2024 | 11/06/2024 | 12/06/2024 | 13/06/2024 | 13/06/2024 | 13/06/2024 | 13/06/2024 | 14/06/2024 | 15/06/2024 | 16/06/2024 | 20/12/2023 | 18/06/2024 | 19/06/2024 | 19/06/2024 | 30/07/2024 | 21/06/2024 | 21/06/2024 | 21/06/2024 | 22/06/2024 | 23/06/2024 | 23/06/2024 | 25/06/2024 | 26/06/2024 | 27/06/2024 | 28/06/2024 | 28/06/2024 | 28/06/2024,NOT_FOUND | NOT_FOUND | NOT_FOUND | $151.88 | NOT_FOUND | $67.63 | $244.05 | $144.60 | $399.80 | $53.37 | $222.81 | $88.18 | $70.94 | $201.41 | $541.67 | NOT_FOUND | $108.65 | $158.50 | $73.11 | $518.70 | $1371.06 | $181.95 | $231.87 | NOT_FOUND | $256.45 | $383.67 | $274.95 | $553.03 | $538.35 | $402.17 | $391.58 | NOT_FOUND | $273.01 | $294.83 | $194.02 | $67.60 | $488.01
CASE013_nab_classic.png,BANK_STATEMENT,NOT_FOUND,Commonwealth Bank,NOT_FOUND,Mia Robinson,NOT_FOUND,NOT_FOUND,EFTPOS KMART Fortitude Valley AUS | VISA DEBIT PURCHASE AMPOL Fortitude Valley AU | EFT PAYMENT BRISBANE IT SOLUTIONS | EFTPOS KMART Fortitude Valley AUS | ATM WITHDRAWAL Fortitude Valley | Transfer To James NetBank | EFTPOS BUNNINGS W/HOUSE Fortitude Valley AUS | Transfer To Daniel NetBank | EFTPOS BUNNINGS W/HOUSE Fortitude Valley AUS | EFTPOS DAN MURPHYS Fortitude Valley AUS | EFTPOS KMART Fortitude Valley AUS | EFTPOS DAN MURPHYS Fortitude Valley AUS | BPAY TELSTRA CRN 395121074 | Transfer To Michael NetBank | Salary ATO PAYROLL REF15453 | EFTPOS TARGET Fortitude Valley AUS | VISA DEBIT PURCHASE Myer Fortitude Valley AU | DD AGL REF87060 MHF 1234 | EFTPOS TARGET Fortitude Valley AUS | VISA DEBIT PURCHASE Supercheap A Fortitude Valley AU | BPAY TELSTRA CRN 714970148 | DD AGL REF63948 MHF 1234 | EFTPOS WOOLWORTHS Fortitude Valley AUS | EFTPOS KMART Fortitude Valley AUS | EFTPOS DAN MURPHYS Fortitude Valley AUS | VISA DEBIT PURCHASE CHEMIST WHSE Fortitude Valley AU | BPAY ORIGIN ENERGY CRN 781654847 | Salary ATO PAYROLL REF66314,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,01/06/2023 - 30/06/2023,01/06/2023 | 28/04/2023 | 13/04/2023 | 06/06/2023 | 06/06/2023 | 06/06/2023 | 08/06/2023 | 08/06/2023 | 11/06/2023 | 13/06/2023 | 13/06/2023 | 14/06/2023 | 14/06/2023 | 15/06/2023 | 17/06/2023 | 18/06/2023 | 18/06/2023 | 20/06/2023 | 21/06/2023 | 21/06/2023 | 22/06/2023 | 22/06/2023 | 24/06/2023 | 24/06/2023 | 26/06/2023 | 26/06/2023 | 29/06/2023 | 30/06/2023,$174.22 | $112.23 | $6891.21 | $215.28 | NOT_FOUND | NOT_FOUND | $239.19 | $384.95 | $92.77 | $295.92 | $251.39 | $28.21 | $180.32 | $347.90 | $434.20 | $156.04 | NOT_FOUND | $216.87 | $131.91 | $362.15 | $313.50 | NOT_FOUND | $200.04 | $168.54 | $314.21 | $11.46 | $221.35 | $134.99
CASE013_receipt_thermal_80mm.png,RECEIPT,77 386 893 636,Ampol Limited,"29-33 Bourke Rd, Alexandria NSW 2015",NOT_FOUND,NOT_FOUND,26/04/2023,Toilet Paper 12pk | Laundry Powder 2kg | Pasta 500g | Batteries AA 8pk,3 | 2 | 2 | 2,$13.55 | $20.99 | $3.38 | $11.42,$40.65 | $41.98 | $6.76 | $22.84,true,$10.20,$112.23,NOT_FOUND,NOT_FOUND,NOT_FOUND
CASE013_tax_invoice_standard.png,INVOICE,27 800 757 010,Brisbane IT Solutions,"42 Creek St, Brisbane QLD 4000",Mia Robinson,"21 Fortitude Valley St, Fortitude Valley QLD 4006",13/04/2023,IT support and maintenance | Audit services | Business strategy consulting | Annual report preparation,6 | 5 | 7 | 3,$99.17 | $252.30 | $293.21 | $785.25,$595.02 | $1261.50 | $2052.47 | $2355.75,false,$626.47,$6891.21,NOT_FOUND,NOT_FOUND,NOT_FOUND
CASE014_nab_dense.png,BANK_STATEMENT,NOT_FOUND,Westpac,NOT_FOUND,William Harris,NOT_FOUND,NOT_FOUND,EFTPOS JB HI-FI Norwood AUS | EFTPOS BUNNINGS W/HOUSE Norwood AUS | EFTPOS TARGET Norwood AUS | Transfer To Daniel NetBank | DD AGL REF27324 MHF 1234 | DD AGL REF58177 MHF 1234 | EFTPOS WOOLWORTHS Norwood AUS | EFTPOS DAN MURPHYS Norwood AUS | ATM WITHDRAWAL Norwood | Transfer To James NetBank | BPAY ORIGIN ENERGY CRN 694205108 | EFTPOS COLES Norwood AUS | DIRECT DEBIT ADELAIDE BUS CONSULTING | ATM WITHDRAWAL Norwood | Transfer To Hannah NetBank | BPAY ORIGIN ENERGY CRN 730676755 | VISA DEBIT PURCHASE Ampol Limite Norwood AU | EFTPOS TARGET Norwood AUS | BPAY ORIGIN ENERGY CRN 184848753 | Salary ATO PAYROLL REF86865 | BPAY ORIGIN ENERGY CRN 850197517 | VISA DEBIT PURCHASE SHELL Norwood AU | EFTPOS BUNNINGS W/HOUSE Norwood AUS | VISA DEBIT PURCHASE CHEMIST WHSE Norwood AU | EFTPOS JB HI-FI Norwood AUS | BPAY ORIGIN ENERGY CRN 864851260 | VISA DEBIT PURCHASE CHEMIST WHSE Norwood AU | DD AGL REF25117 MHF 1234 | VISA DEBIT PURCHASE 7-Eleven Aus Norwood AU,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,01/05/2024 - 31/05/2024,01/05/2024 | 01/05/2024 | 02/05/2024 | 02/05/2024 | 04/05/2024 | 04/05/2024 | 05/05/2024 | 06/05/2024 | 07/05/2024 | 11/05/2024 | 14/05/2024 | 15/05/2024 | 02/06/2024 | 15/05/2024 | 16/05/2024 | 19/05/2024 | 21/05/2024 | 22/05/2024 | 23/05/2024 | 25/05/2024 | 26/05/2024 | 26/05/2024 | 27/05/2024 | 28/05/2024 | 28/05/2024 | 29/05/2024 | 30/05/2024 | 30/05/2024 | 24/08/2024,$58.63 | $438.33 | $135.92 | $15.48 | $51.79 | $186.56 | $15.00 | $451.48 | NOT_FOUND | $476.74 | $435.50 | $310.62 | $3222.51 | $561.02 | $111.93 | $164.69 | $430.45 | $327.22 | $129.89 | NOT_FOUND | $572.52 | $371.26 | $16.70 | $229.40 | $486.19 | $55.47 | $226.94 | $447.06 | $127.58
CASE014_receipt_thermal_57mm.png,RECEIPT,57 438 365 266,7-Eleven Australia,"357 Ferntree Gully Rd, Mount Waverley VIC 3149",NOT_FOUND,NOT_FOUND,23/08/2024,Garden Hose 20m | Laundry Powder 2kg | Potting Mix 25L,1 | 1 | 1,$99.71 | $17.22 | $10.65,$99.71 | $17.22 | $10.65,true,$11.60,$127.58,NOT_FOUND,NOT_FOUND,NOT_FOUND
CASE014_tax_invoice_gst_inclusive.png,INVOICE,95 500 021 729,Adelaide Business Consulting,"Level 3, 77 King William St, Adelaide SA 5000",William Harris,"82 Norwood St, Norwood SA 5067",01/06/2024,Tax return preparation,5,$585.91,$2929.55,false,$292.96,$3222.51,NOT_FOUND,NOT_FOUND,NOT_FOUND
CASE015_anz_standard.png,BANK_STATEMENT,NOT_FOUND,National Australia Bank,NOT_FOUND,Charlotte Clark,NOT_FOUND,NOT_FOUND,BPAY TELSTRA CRN 360472583 | EFTPOS OFFICEWORKS Subiaco AUS | VISA DEBIT PURCHASE SHELL Subiaco AU | DD INSURANCE REF96154 | DD AGL REF41217 MHF 1234 | EFTPOS WOOLWORTHS Subiaco AUS | EFTPOS TARGET Subiaco AUS | EFTPOS KMART Subiaco AUS | VISA DEBIT PURCHASE Myer Subiaco AU | DD INSURANCE REF45645 | Transfer To Emma NetBank | DD AGL REF37215 MHF 1234 | DD AGL REF99922 MHF 1234 | VISA DEBIT PURCHASE Kmart Austra Subiaco AU | VISA DEBIT PURCHASE CHEMIST WHSE Subiaco AU | EFTPOS BUNNINGS W/HOUSE Subiaco AUS | EFTPOS DAN MURPHYS Subiaco AUS | VISA DEBIT PURCHASE SHELL Subiaco AU | BPAY ORIGIN ENERGY CRN 729340221 | BPAY ORIGIN ENERGY CRN 793623149 | DD INSURANCE REF70423 | EFTPOS KMART Subiaco AUS | EFTPOS BUNNINGS W/HOUSE Subiaco AUS | ATM WITHDRAWAL Subiaco | VISA DEBIT PURCHASE Coles Subiaco AU | EFTPOS AMPOL Subiaco AUS | VISA DEBIT PURCHASE CHEMIST WHSE Subiaco AU | EFTPOS KMART Subiaco AUS | EFTPOS JB HI-FI Subiaco AUS | VISA DEBIT PURCHASE SHELL Subiaco AU | VISA DEBIT PURCHASE Big W Subiaco AU | EFTPOS BUNNINGS W/HOUSE Subiaco AUS | Transfer To Ryan NetBank | EFTPOS OFFICEWORKS Subiaco AUS | VISA DEBIT PURCHASE SHELL Subiaco AU | ATM WITHDRAWAL Subiaco | DD INSURANCE REF29360 | DIRECT DEBIT PERTH MARKETING GROUP,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,01/01/2023 - 31/01/2023,01/01/2023 | 02/01/2023 | 02/01/2023 | 03/01/2023 | 03/01/2023 | 03/01/2023 | 04/01/2023 | 06/01/2023 | 10/12/2024 | 08/01/2023 | 08/01/2023 | 09/01/2023 | 10/01/2023 | 10/01/2023 | 11/01/2023 | 11/01/2023 | 11/01/2023 | 12/01/2023 | 12/01/2023 | 13/01/2023 | 14/01/2023 | 15/01/2023 | 15/01/2023 | 17/01/2023 | 17/01/2023 | 18/01/2023 | 19/01/2023 | 22/01/2023 | 24/01/2023 | 25/01/2023 | 26/01/2023 | 27/01/2023 | 28/01/2023 | 28/01/2023 | 29/01/2023 | 29/01/2023 | 30/01/2023 | 18/11/2023,$359.10 | $13.76 | $419.14 | $510.91 | $300.30 | $146.57 | NOT_FOUND | $266.64 | $166.25 | $54.07 | $275.24 | $191.90 | $497.57 | $63.82 | $186.32 | NOT_FOUND | $17.05 | NOT_FOUND | NOT_FOUND | $85.99 | NOT_FOUND | $261.73 | $97.69 | $253.08 | $257.35 | $21.52 | $548.48 | $362.30 | $220.89 | $152.28 | $561.77 | NOT_FOUND | $342.53 | $299.36 | $292.01 | $432.99 | NOT_FOUND | $3688.52
CASE015_receipt_retail_tax.png,RECEIPT,59 613 502 854,Myer,"295 Lonsdale St, Melbourne VIC 3000",NOT_FOUND,NOT_FOUND,10/12/2024,Wine Red 750ml | Chips BBQ 175g | Garden Hose 20m,3 | 3 | 2,$19.01 | $4.32 | $48.13,$57.03 | $12.96 | $96.26,true,$15.11,$166.25,NOT_FOUND,NOT_FOUND,NOT_FOUND
